k, id_centroide, dim1, dim2, dim3, dim4, 
98, 48, 5.520000, 2.420000, 3.880000, 1.160000, 
98, 49, 6.400000, 2.700000, 5.300000, 1.900000, 
98, 50, 5.900000, 3.000000, 4.200000, 1.500000, 
98, 51, 4.800000, 3.000000, 1.400000, 0.300000, 
98, 52, 5.800000, 2.700000, 4.100000, 1.000000, 
98, 53, 7.000000, 3.200000, 4.700000, 1.400000, 
98, 54, 6.300000, 2.650000, 5.000000, 1.500000, 
98, 55, 6.000000, 3.000000, 4.800000, 1.800000, 
98, 56, 6.650000, 3.050000, 4.400000, 1.400000, 
98, 57, 7.300000, 2.966667, 6.133333, 1.833333, 
98, 58, 5.400000, 3.400000, 1.600000, 0.300000, 
98, 59, 5.725000, 2.675000, 5.025000, 1.950000, 
98, 60, 4.300000, 3.000000, 1.100000, 0.100000, 
98, 61, 5.000000, 3.200000, 1.200000, 0.200000, 
98, 62, 5.950000, 3.300000, 4.650000, 1.700000, 
98, 63, 4.900000, 2.500000, 4.500000, 1.700000, 
98, 64, 4.500000, 2.300000, 1.300000, 0.300000, 
98, 65, 6.000000, 2.200000, 5.000000, 1.500000, 
98, 66, 5.350000, 4.150000, 1.450000, 0.150000, 
98, 67, 5.400000, 3.000000, 4.500000, 1.500000, 
98, 68, 4.750000, 3.150000, 1.600000, 0.200000, 
98, 69, 5.100000, 3.766667, 1.533333, 0.300000, 
98, 70, 4.900000, 3.100000, 1.500000, 0.100000, 
98, 71, 5.000000, 2.000000, 3.500000, 1.000000, 
98, 72, 6.300000, 2.600000, 4.950000, 1.850000, 
98, 73, 5.800000, 2.800000, 5.100000, 2.400000, 
98, 74, 7.150000, 3.300000, 6.000000, 2.300000, 
98, 75, 6.866667, 3.100000, 5.533333, 2.166667, 
98, 76, 5.100000, 3.500000, 1.400000, 0.300000, 
98, 77, 4.600000, 3.600000, 1.000000, 0.200000, 
98, 78, 7.700000, 3.000000, 6.100000, 2.300000, 
98, 79, 6.500000, 3.000000, 5.200000, 2.000000, 
98, 80, 5.400000, 3.900000, 1.700000, 0.400000, 
98, 81, 5.100000, 3.500000, 1.400000, 0.200000, 
98, 82, 5.700000, 2.600000, 3.500000, 1.000000, 
98, 83, 5.050000, 3.400000, 1.500000, 0.200000, 
98, 84, 6.100000, 3.000000, 4.600000, 1.400000, 
98, 85, 6.200000, 2.800000, 4.800000, 1.800000, 
98, 86, 4.400000, 3.200000, 1.300000, 0.200000, 
98, 87, 6.900000, 3.100000, 4.900000, 1.500000, 
98, 88, 5.600000, 3.000000, 4.500000, 1.500000, 
98, 89, 6.700000, 3.100000, 4.700000, 1.500000, 
98, 90, 6.700000, 3.000000, 5.000000, 1.700000, 
98, 91, 7.700000, 3.800000, 6.700000, 2.200000, 
98, 92, 6.700000, 2.500000, 5.800000, 1.800000, 
98, 93, 4.900000, 3.100000, 1.500000, 0.100000, 
98, 94, 5.200000, 3.450000, 1.450000, 0.200000, 
98, 95, 7.200000, 3.000000, 5.800000, 1.600000, 
98, 96, 6.100000, 2.850000, 4.700000, 1.300000, 
98, 97, 6.900000, 3.100000, 5.100000, 2.300000, 
99, 0, 6.600000, 3.000000, 4.400000, 1.400000, 
99, 1, 5.000000, 2.000000, 3.500000, 1.000000, 
99, 2, 5.600000, 2.500000, 3.600000, 1.000000, 
99, 3, 6.000000, 2.200000, 4.000000, 1.000000, 
99, 4, 5.000000, 3.500000, 1.600000, 0.600000, 
99, 5, 5.000000, 3.400000, 1.600000, 0.400000, 
99, 6, 6.100000, 2.800000, 4.700000, 1.200000, 
99, 7, 6.400000, 2.800000, 5.600000, 2.150000, 
99, 8, 6.100000, 2.950000, 4.650000, 1.400000, 
99, 9, 7.666667, 2.800000, 6.733333, 2.133333, 
99, 10, 5.100000, 3.300000, 1.700000, 0.500000, 
99, 11, 6.700000, 2.500000, 5.800000, 1.800000, 
99, 12, 6.400000, 3.000000, 5.533333, 1.800000, 
99, 13, 4.300000, 3.000000, 1.100000, 0.100000, 
99, 14, 4.800000, 3.000000, 1.400000, 0.100000, 
99, 15, 5.100000, 3.500000, 1.400000, 0.200000, 
99, 16, 5.100000, 2.500000, 3.000000, 1.100000, 
99, 17, 6.300000, 3.350000, 5.800000, 2.450000, 
99, 18, 5.500000, 3.000000, 4.500000, 1.500000, 
99, 19, 5.800000, 2.650000, 4.050000, 1.100000, 
99, 20, 5.200000, 2.700000, 3.900000, 1.400000, 
99, 21, 5.100000, 3.750000, 1.500000, 0.350000, 
99, 22, 5.000000, 3.600000, 1.400000, 0.200000, 
99, 23, 4.800000, 3.000000, 1.400000, 0.300000, 
99, 24, 6.000000, 2.200000, 5.000000, 1.500000, 
99, 25, 6.800000, 3.050000, 5.150000, 2.300000, 
99, 26, 5.900000, 3.000000, 4.200000, 1.500000, 
99, 27, 5.400000, 3.400000, 1.500000, 0.400000, 
99, 28, 6.700000, 3.100000, 4.400000, 1.400000, 
99, 29, 6.500000, 2.800000, 4.600000, 1.500000, 
99, 30, 4.950000, 2.350000, 3.300000, 1.000000, 
99, 31, 6.150000, 2.750000, 5.100000, 1.550000, 
99, 32, 5.500000, 2.500000, 4.000000, 1.300000, 
99, 33, 5.700000, 2.500000, 5.000000, 2.000000, 
99, 34, 5.700000, 2.800000, 4.500000, 1.300000, 
99, 35, 6.100000, 2.800000, 4.000000, 1.300000, 
99, 36, 5.500000, 2.600000, 4.400000, 1.200000, 
99, 37, 5.900000, 3.000000, 5.100000, 1.800000, 
99, 38, 7.240000, 2.980000, 6.020000, 1.840000, 
99, 39, 6.100000, 2.600000, 5.600000, 1.400000, 
99, 40, 6.000000, 3.400000, 4.500000, 1.600000, 
99, 41, 4.900000, 3.100000, 1.500000, 0.100000, 
99, 42, 6.000000, 2.900000, 4.500000, 1.500000, 
99, 43, 6.600000, 2.900000, 4.600000, 1.300000, 
99, 44, 7.800000, 3.800000, 6.550000, 2.100000, 
99, 45, 5.200000, 3.400000, 1.400000, 0.200000, 
99, 46, 4.600000, 3.100000, 1.500000, 0.200000, 
99, 47, 6.850000, 3.050000, 5.450000, 2.100000, 
99, 48, 4.900000, 3.100000, 1.500000, 0.100000, 
99, 49, 7.700000, 3.000000, 6.100000, 2.300000, 
99, 50, 5.000000, 3.000000, 1.600000, 0.200000, 
99, 51, 5.050000, 3.400000, 1.500000, 0.200000, 
99, 52, 5.450000, 3.775000, 1.600000, 0.275000, 
99, 53, 4.600000, 3.200000, 1.400000, 0.200000, 
99, 54, 5.100000, 3.500000, 1.400000, 0.300000, 
99, 55, 4.600000, 3.400000, 1.400000, 0.300000, 
99, 56, 4.750000, 3.150000, 1.600000, 0.200000, 
99, 57, 5.450000, 4.050000, 1.350000, 0.300000, 
99, 58, 6.700000, 3.000000, 5.000000, 1.700000, 
99, 59, 5.550000, 2.450000, 3.850000, 1.100000, 
99, 60, 5.900000, 3.200000, 4.800000, 1.800000, 
99, 61, 4.900000, 3.000000, 1.400000, 0.200000, 
99, 62, 5.000000, 3.500000, 1.300000, 0.300000, 
99, 63, 4.500000, 2.300000, 1.300000, 0.300000, 
99, 64, 7.200000, 3.600000, 6.100000, 2.500000, 
99, 65, 6.400000, 2.700000, 5.300000, 1.900000, 
99, 66, 4.900000, 3.100000, 1.500000, 0.100000, 
99, 67, 5.800000, 2.700000, 3.900000, 1.200000, 
99, 68, 6.866667, 3.133333, 4.766667, 1.466667, 
99, 69, 6.350000, 3.250000, 4.600000, 1.550000, 
99, 70, 5.133333, 3.900000, 1.666667, 0.233333, 
99, 71, 5.600000, 2.900000, 3.600000, 1.300000, 
99, 72, 4.600000, 3.600000, 1.000000, 0.200000, 
99, 73, 6.800000, 2.800000, 4.800000, 1.400000, 
99, 74, 5.500000, 2.300000, 4.000000, 1.300000, 
99, 75, 5.675000, 2.925000, 4.150000, 1.275000, 
99, 76, 6.300000, 2.500000, 4.900000, 1.500000, 
99, 77, 4.800000, 3.400000, 1.600000, 0.200000, 
99, 78, 6.100000, 2.933333, 4.833333, 1.800000, 
99, 79, 6.760000, 3.220000, 5.720000, 2.320000, 
99, 80, 6.300000, 2.900000, 4.300000, 1.300000, 
99, 81, 5.200000, 3.500000, 1.500000, 0.200000, 
99, 82, 5.400000, 3.400000, 1.700000, 0.200000, 
99, 83, 5.000000, 3.200000, 1.200000, 0.200000, 
99, 84, 6.400000, 3.200000, 5.250000, 2.150000, 
99, 85, 5.800000, 2.700000, 5.100000, 1.900000, 
99, 86, 4.400000, 3.033333, 1.333333, 0.200000, 
99, 87, 5.700000, 2.800000, 5.000000, 2.200000, 
99, 88, 4.700000, 3.200000, 1.300000, 0.200000, 
99, 89, 6.300000, 2.600000, 4.950000, 1.850000, 
99, 90, 5.750000, 4.200000, 1.350000, 0.300000, 
99, 91, 5.500000, 3.500000, 1.300000, 0.200000, 
99, 92, 6.300000, 2.300000, 4.400000, 1.300000, 
99, 93, 4.900000, 2.500000, 4.500000, 1.700000, 
99, 94, 6.500000, 3.000000, 5.800000, 2.200000, 
99, 95, 4.800000, 3.400000, 1.900000, 0.200000, 
99, 96, 5.000000, 3.300000, 1.400000, 0.200000, 
99, 97, 5.600000, 2.700000, 4.200000, 1.300000, 
99, 98, 6.200000, 2.200000, 4.500000, 1.500000, 
100, 0, 5.500000, 2.300000, 4.000000, 1.300000, 
100, 1, 5.500000, 3.500000, 1.300000, 0.200000, 
100, 2, 5.700000, 3.800000, 1.700000, 0.300000, 
100, 3, 5.700000, 2.500000, 5.000000, 2.000000, 
100, 4, 7.900000, 3.800000, 6.400000, 2.000000, 
100, 5, 6.300000, 2.900000, 5.600000, 1.800000, 
100, 6, 6.400000, 2.900000, 4.300000, 1.300000, 
100, 7, 7.033333, 3.266667, 5.966667, 2.300000, 
100, 8, 5.600000, 3.000000, 4.100000, 1.300000, 
100, 9, 5.000000, 3.400000, 1.600000, 0.400000, 
100, 10, 6.250000, 2.750000, 4.850000, 1.800000, 
100, 11, 7.650000, 2.900000, 6.650000, 2.050000, 
100, 12, 5.050000, 3.500000, 1.350000, 0.300000, 
100, 13, 6.800000, 2.800000, 4.800000, 1.400000, 
100, 14, 5.000000, 3.500000, 1.600000, 0.600000, 
100, 15, 6.100000, 2.850000, 4.700000, 1.300000, 
100, 16, 5.100000, 3.766667, 1.533333, 0.300000, 
100, 17, 5.400000, 3.400000, 1.600000, 0.300000, 
100, 18, 7.300000, 2.900000, 6.300000, 1.800000, 
100, 19, 6.150000, 2.750000, 5.100000, 1.550000, 
100, 20, 6.700000, 3.100000, 4.700000, 1.500000, 
100, 21, 4.950000, 2.350000, 3.300000, 1.000000, 
100, 22, 5.200000, 3.400000, 1.400000, 0.200000, 
100, 23, 5.050000, 3.400000, 1.500000, 0.200000, 
100, 24, 6.300000, 2.500000, 5.000000, 1.900000, 
100, 25, 7.700000, 2.600000, 6.900000, 2.300000, 
100, 26, 5.100000, 3.300000, 1.700000, 0.500000, 
100, 27, 7.000000, 3.200000, 4.700000, 1.400000, 
100, 28, 5.000000, 3.600000, 1.400000, 0.200000, 
100, 29, 4.400000, 3.033333, 1.333333, 0.200000, 
100, 30, 6.250000, 2.250000, 4.450000, 1.400000, 
100, 31, 4.600000, 3.100000, 1.500000, 0.200000, 
100, 32, 6.500000, 3.000000, 5.500000, 1.800000, 
100, 33, 5.800000, 2.800000, 5.100000, 2.400000, 
100, 34, 5.100000, 2.500000, 3.000000, 1.100000, 
100, 35, 5.900000, 3.000000, 4.200000, 1.500000, 
100, 36, 6.700000, 2.500000, 5.800000, 1.800000, 
100, 37, 5.200000, 2.700000, 3.900000, 1.400000, 
100, 38, 4.900000, 2.500000, 4.500000, 1.700000, 
100, 39, 6.400000, 3.100000, 5.500000, 1.800000, 
100, 40, 5.100000, 3.500000, 1.400000, 0.200000, 
100, 41, 5.600000, 2.800000, 4.900000, 2.000000, 
100, 42, 5.566667, 2.933333, 4.500000, 1.433333, 
100, 43, 7.200000, 3.100000, 5.900000, 1.700000, 
100, 44, 4.900000, 3.000000, 1.400000, 0.200000, 
100, 45, 5.400000, 3.900000, 1.700000, 0.400000, 
100, 46, 6.000000, 2.200000, 4.000000, 1.000000, 
100, 47, 5.800000, 4.000000, 1.200000, 0.200000, 
100, 48, 6.150000, 2.850000, 4.150000, 1.300000, 
100, 49, 5.800000, 2.666667, 4.000000, 1.133333, 
100, 50, 6.100000, 2.600000, 5.600000, 1.400000, 
100, 51, 5.000000, 2.000000, 3.500000, 1.000000, 
100, 52, 6.600000, 3.100000, 5.180000, 2.180000, 
100, 53, 6.050000, 2.950000, 4.550000, 1.450000, 
100, 54, 4.800000, 3.000000, 1.400000, 0.300000, 
100, 55, 4.800000, 3.100000, 1.600000, 0.200000, 
100, 56, 5.500000, 2.600000, 4.400000, 1.200000, 
100, 57, 6.300000, 3.300000, 6.000000, 2.500000, 
100, 58, 4.650000, 3.200000, 1.350000, 0.200000, 
100, 59, 6.100000, 3.000000, 4.900000, 1.800000, 
100, 60, 6.550000, 2.850000, 4.600000, 1.400000, 
100, 61, 6.000000, 3.400000, 4.500000, 1.600000, 
100, 62, 5.100000, 3.800000, 1.900000, 0.400000, 
100, 63, 6.800000, 3.050000, 4.950000, 1.600000, 
100, 64, 5.000000, 3.000000, 1.600000, 0.200000, 
100, 65, 4.800000, 3.400000, 1.900000, 0.200000, 
100, 66, 5.800000, 2.700000, 5.100000, 1.900000, 
100, 67, 5.000000, 3.250000, 1.300000, 0.200000, 
100, 68, 4.300000, 3.000000, 1.100000, 0.100000, 
100, 69, 4.900000, 3.100000, 1.500000, 0.100000, 
100, 70, 6.000000, 2.200000, 5.000000, 1.500000, 
100, 71, 5.950000, 3.100000, 4.800000, 1.800000, 
100, 72, 6.400000, 2.800000, 5.600000, 2.150000, 
100, 73, 7.400000, 2.800000, 6.100000, 1.900000, 
100, 74, 5.500000, 2.500000, 4.000000, 1.300000, 
100, 75, 6.350000, 3.250000, 4.600000, 1.550000, 
100, 76, 4.600000, 3.400000, 1.400000, 0.300000, 
100, 77, 6.500000, 3.000000, 5.800000, 2.200000, 
100, 78, 4.500000, 2.300000, 1.300000, 0.300000, 
100, 79, 6.650000, 3.050000, 4.400000, 1.400000, 
100, 80, 5.550000, 2.450000, 3.850000, 1.100000, 
100, 81, 5.700000, 2.800000, 4.100000, 1.300000, 
100, 82, 5.600000, 2.700000, 4.200000, 1.300000, 
100, 83, 5.900000, 3.000000, 5.100000, 1.800000, 
100, 84, 4.700000, 3.200000, 1.600000, 0.200000, 
100, 85, 4.600000, 3.600000, 1.000000, 0.200000, 
100, 86, 5.700000, 2.950000, 4.200000, 1.250000, 
100, 87, 6.783333, 3.166667, 5.600000, 2.250000, 
100, 88, 6.400000, 2.700000, 5.300000, 1.900000, 
100, 89, 6.250000, 3.400000, 5.500000, 2.350000, 
100, 90, 5.200000, 3.500000, 1.500000, 0.200000, 
100, 91, 4.800000, 3.000000, 1.400000, 0.100000, 
100, 92, 4.800000, 3.400000, 1.600000, 0.200000, 
100, 93, 7.700000, 3.000000, 6.100000, 2.300000, 
100, 94, 5.366667, 3.766667, 1.433333, 0.266667, 
100, 95, 5.466667, 4.233333, 1.466667, 0.233333, 
100, 96, 7.700000, 3.800000, 6.700000, 2.200000, 
100, 97, 5.600000, 2.500000, 3.600000, 1.000000, 
100, 98, 5.600000, 2.900000, 3.600000, 1.300000, 
100, 99, 6.300000, 2.500000, 4.900000, 1.500000, 
101, 0, 5.700000, 2.850000, 4.150000, 1.300000, 
101, 1, 5.300000, 3.400000, 1.450000, 0.300000, 
101, 2, 5.100000, 3.800000, 1.750000, 0.300000, 
101, 3, 4.600000, 3.600000, 1.000000, 0.200000, 
101, 4, 6.575000, 2.975000, 4.425000, 1.350000, 
101, 5, 5.000000, 3.500000, 1.300000, 0.300000, 
101, 6, 6.700000, 3.300000, 5.700000, 2.100000, 
101, 7, 6.050000, 2.950000, 4.550000, 1.450000, 
101, 8, 5.000000, 3.500000, 1.600000, 0.600000, 
101, 9, 6.500000, 3.000000, 5.200000, 2.000000, 
101, 10, 4.900000, 2.500000, 4.500000, 1.700000, 
101, 11, 4.600000, 3.100000, 1.500000, 0.200000, 
101, 12, 4.400000, 3.033333, 1.333333, 0.200000, 
101, 13, 6.000000, 3.400000, 4.500000, 1.600000, 
101, 14, 6.800000, 3.000000, 5.500000, 2.100000, 
101, 15, 6.700000, 2.500000, 5.800000, 1.800000, 
101, 16, 5.000000, 2.450000, 3.150000, 1.050000, 
101, 17, 5.950000, 3.100000, 4.800000, 1.800000, 
101, 18, 5.350000, 4.150000, 1.450000, 0.150000, 
101, 19, 4.300000, 3.000000, 1.100000, 0.100000, 
101, 20, 5.400000, 3.000000, 4.500000, 1.500000, 
101, 21, 6.300000, 2.500000, 4.900000, 1.500000, 
101, 22, 7.200000, 3.600000, 6.100000, 2.500000, 
101, 23, 5.800000, 2.650000, 4.050000, 1.100000, 
101, 24, 5.300000, 3.450000, 1.600000, 0.200000, 
101, 25, 6.000000, 2.700000, 5.100000, 1.600000, 
101, 26, 5.700000, 2.700000, 5.000000, 2.133333, 
101, 27, 5.700000, 2.800000, 4.500000, 1.300000, 
101, 28, 5.500000, 2.500000, 4.000000, 1.300000, 
101, 29, 6.300000, 2.900000, 5.600000, 1.800000, 
101, 30, 6.800000, 3.050000, 5.150000, 2.300000, 
101, 31, 5.733333, 4.066667, 1.466667, 0.300000, 
101, 32, 4.750000, 3.150000, 1.600000, 0.200000, 
101, 33, 5.600000, 3.000000, 4.100000, 1.300000, 
101, 34, 5.050000, 3.350000, 1.650000, 0.450000, 
101, 35, 6.100000, 3.000000, 4.900000, 1.800000, 
101, 36, 6.400000, 2.700000, 5.300000, 1.900000, 
101, 37, 6.300000, 3.300000, 6.000000, 2.500000, 
101, 38, 5.200000, 2.700000, 3.900000, 1.400000, 
101, 39, 6.266667, 2.666667, 4.900000, 1.833333, 
101, 40, 5.000000, 3.600000, 1.400000, 0.200000, 
101, 41, 5.100000, 3.500000, 1.400000, 0.250000, 
101, 42, 6.100000, 2.600000, 5.600000, 1.400000, 
101, 43, 5.000000, 3.000000, 1.600000, 0.200000, 
101, 44, 5.700000, 3.000000, 4.200000, 1.200000, 
101, 45, 7.400000, 2.800000, 6.100000, 1.900000, 
101, 46, 5.800000, 2.700000, 3.900000, 1.200000, 
101, 47, 6.000000, 2.200000, 5.000000, 1.500000, 
101, 48, 6.700000, 3.100000, 5.600000, 2.400000, 
101, 49, 5.600000, 3.000000, 4.500000, 1.500000, 
101, 50, 6.900000, 3.100000, 5.400000, 2.100000, 
101, 51, 6.700000, 3.300000, 5.700000, 2.500000, 
101, 52, 6.400000, 3.100000, 5.500000, 1.800000, 
101, 53, 7.000000, 3.200000, 4.700000, 1.400000, 
101, 54, 4.800000, 3.400000, 1.750000, 0.200000, 
101, 55, 5.550000, 2.650000, 4.300000, 1.250000, 
101, 56, 4.850000, 3.000000, 1.400000, 0.150000, 
101, 57, 6.500000, 3.000000, 5.500000, 1.800000, 
101, 58, 4.900000, 3.100000, 1.500000, 0.100000, 
101, 59, 5.600000, 2.900000, 3.600000, 1.300000, 
101, 60, 6.700000, 3.000000, 5.000000, 1.700000, 
101, 61, 5.000000, 2.150000, 3.400000, 1.000000, 
101, 62, 6.300000, 3.400000, 5.600000, 2.400000, 
101, 63, 6.500000, 3.200000, 5.100000, 2.000000, 
101, 64, 5.350000, 3.700000, 1.500000, 0.200000, 
101, 65, 6.350000, 3.250000, 4.600000, 1.550000, 
101, 66, 4.900000, 3.100000, 1.500000, 0.100000, 
101, 67, 5.400000, 3.900000, 1.500000, 0.400000, 
101, 68, 7.200000, 3.000000, 5.800000, 1.600000, 
101, 69, 7.650000, 2.900000, 6.650000, 2.050000, 
101, 70, 7.700000, 2.600000, 6.900000, 2.300000, 
101, 71, 6.300000, 2.800000, 5.100000, 1.500000, 
101, 72, 5.100000, 3.750000, 1.500000, 0.350000, 
101, 73, 6.300000, 3.300000, 5.350000, 2.300000, 
101, 74, 4.800000, 3.000000, 1.400000, 0.300000, 
101, 75, 6.100000, 2.850000, 4.700000, 1.300000, 
101, 76, 5.000000, 3.300000, 1.400000, 0.200000, 
101, 77, 6.000000, 2.200000, 4.000000, 1.000000, 
101, 78, 6.900000, 3.100000, 4.900000, 1.500000, 
101, 79, 5.550000, 2.450000, 3.850000, 1.100000, 
101, 80, 7.800000, 3.800000, 6.550000, 2.100000, 
101, 81, 6.400000, 2.800000, 5.600000, 2.150000, 
101, 82, 7.300000, 2.900000, 6.300000, 1.800000, 
101, 83, 5.800000, 2.700000, 5.100000, 1.900000, 
101, 84, 5.050000, 3.400000, 1.500000, 0.200000, 
101, 85, 5.500000, 2.300000, 4.000000, 1.300000, 
101, 86, 5.500000, 3.500000, 1.300000, 0.200000, 
101, 87, 5.900000, 3.000000, 4.200000, 1.500000, 
101, 88, 6.250000, 2.250000, 4.450000, 1.400000, 
101, 89, 4.633333, 3.266667, 1.366667, 0.233333, 
101, 90, 5.000000, 3.200000, 1.200000, 0.200000, 
101, 91, 6.650000, 2.800000, 4.700000, 1.450000, 
101, 92, 6.700000, 3.100000, 4.700000, 1.500000, 
101, 93, 6.150000, 2.850000, 4.150000, 1.300000, 
101, 94, 6.850000, 3.200000, 5.800000, 2.300000, 
101, 95, 7.150000, 3.100000, 5.950000, 1.950000, 
101, 96, 7.700000, 3.000000, 6.100000, 2.300000, 
101, 97, 5.900000, 3.000000, 5.100000, 1.800000, 
101, 98, 4.500000, 2.300000, 1.300000, 0.300000, 
101, 99, 6.500000, 3.000000, 5.800000, 2.200000, 
101, 100, 5.600000, 2.500000, 3.600000, 1.000000, 
102, 0, 4.600000, 3.400000, 1.400000, 0.300000, 
102, 1, 6.500000, 3.000000, 5.800000, 2.200000, 
102, 2, 5.900000, 3.000000, 4.200000, 1.500000, 
102, 3, 5.350000, 2.600000, 3.950000, 1.350000, 
102, 4, 5.900000, 3.200000, 4.800000, 1.800000, 
102, 5, 6.300000, 3.350000, 5.800000, 2.450000, 
102, 6, 6.300000, 2.900000, 5.600000, 1.800000, 
102, 7, 5.100000, 3.750000, 1.500000, 0.350000, 
102, 8, 6.633333, 3.000000, 4.466667, 1.366667, 
102, 9, 5.900000, 3.000000, 5.100000, 1.800000, 
102, 10, 4.800000, 3.400000, 1.750000, 0.200000, 
102, 11, 5.700000, 3.000000, 4.200000, 1.200000, 
102, 12, 5.050000, 3.500000, 1.350000, 0.300000, 
102, 13, 5.100000, 3.400000, 1.500000, 0.200000, 
102, 14, 6.800000, 2.800000, 4.800000, 1.400000, 
102, 15, 4.800000, 3.000000, 1.400000, 0.100000, 
102, 16, 6.300000, 2.500000, 4.900000, 1.500000, 
102, 17, 7.350000, 2.850000, 6.200000, 1.850000, 
102, 18, 6.100000, 2.800000, 4.700000, 1.200000, 
102, 19, 6.250000, 2.250000, 4.450000, 1.400000, 
102, 20, 6.100000, 2.600000, 5.600000, 1.400000, 
102, 21, 5.700000, 2.800000, 5.000000, 2.200000, 
102, 22, 4.966667, 2.233333, 3.366667, 1.000000, 
102, 23, 7.666667, 2.800000, 6.733333, 2.133333, 
102, 24, 6.450000, 3.050000, 5.500000, 1.800000, 
102, 25, 5.600000, 2.700000, 4.450000, 1.250000, 
102, 26, 4.700000, 3.200000, 1.600000, 0.200000, 
102, 27, 5.800000, 4.000000, 1.200000, 0.200000, 
102, 28, 6.700000, 3.100000, 4.700000, 1.500000, 
102, 29, 4.600000, 3.150000, 1.450000, 0.200000, 
102, 30, 5.700000, 3.800000, 1.700000, 0.300000, 
102, 31, 6.900000, 3.100000, 4.900000, 1.500000, 
102, 32, 5.100000, 3.500000, 1.400000, 0.200000, 
102, 33, 6.400000, 3.200000, 5.300000, 2.300000, 
102, 34, 6.800000, 3.050000, 5.150000, 2.300000, 
102, 35, 7.000000, 3.200000, 4.700000, 1.400000, 
102, 36, 6.200000, 2.900000, 4.300000, 1.300000, 
102, 37, 6.233333, 3.300000, 4.566667, 1.566667, 
102, 38, 5.700000, 2.500000, 5.000000, 2.000000, 
102, 39, 4.400000, 2.950000, 1.350000, 0.200000, 
102, 40, 6.150000, 2.750000, 5.100000, 1.550000, 
102, 41, 7.200000, 3.100000, 5.900000, 1.700000, 
102, 42, 5.000000, 3.600000, 1.400000, 0.200000, 
102, 43, 5.600000, 2.900000, 3.600000, 1.300000, 
102, 44, 5.800000, 2.666667, 4.000000, 1.133333, 
102, 45, 5.000000, 3.000000, 1.600000, 0.200000, 
102, 46, 5.100000, 2.500000, 3.000000, 1.100000, 
102, 47, 5.350000, 4.150000, 1.450000, 0.150000, 
102, 48, 7.700000, 3.800000, 6.700000, 2.200000, 
102, 49, 4.600000, 3.600000, 1.000000, 0.200000, 
102, 50, 6.700000, 2.500000, 5.800000, 1.800000, 
102, 51, 5.100000, 3.800000, 1.900000, 0.400000, 
102, 52, 4.900000, 3.000000, 1.400000, 0.200000, 
102, 53, 5.800000, 2.700000, 5.100000, 1.900000, 
102, 54, 5.100000, 3.800000, 1.600000, 0.200000, 
102, 55, 5.000000, 3.300000, 1.400000, 0.200000, 
102, 56, 4.800000, 3.000000, 1.400000, 0.300000, 
102, 57, 6.000000, 2.200000, 4.000000, 1.000000, 
102, 58, 4.700000, 3.200000, 1.300000, 0.200000, 
102, 59, 5.550000, 2.450000, 3.850000, 1.100000, 
102, 60, 4.500000, 2.300000, 1.300000, 0.300000, 
102, 61, 5.700000, 4.400000, 1.500000, 0.400000, 
102, 62, 4.350000, 3.100000, 1.200000, 0.150000, 
102, 63, 6.066667, 2.933333, 4.600000, 1.433333, 
102, 64, 6.000000, 2.200000, 5.000000, 1.500000, 
102, 65, 6.200000, 2.800000, 4.800000, 1.800000, 
102, 66, 5.500000, 2.300000, 4.000000, 1.300000, 
102, 67, 6.200000, 3.400000, 5.400000, 2.300000, 
102, 68, 6.500000, 2.800000, 4.600000, 1.500000, 
102, 69, 7.900000, 3.800000, 6.400000, 2.000000, 
102, 70, 6.750000, 3.225000, 5.675000, 2.325000, 
102, 71, 6.400000, 2.700000, 5.300000, 1.900000, 
102, 72, 5.000000, 3.500000, 1.600000, 0.600000, 
102, 73, 6.400000, 2.900000, 4.300000, 1.300000, 
102, 74, 4.900000, 3.100000, 1.500000, 0.100000, 
102, 75, 6.050000, 3.000000, 4.850000, 1.800000, 
102, 76, 5.400000, 3.000000, 4.500000, 1.500000, 
102, 77, 6.500000, 3.100000, 5.150000, 2.000000, 
102, 78, 5.000000, 3.400000, 1.500000, 0.200000, 
102, 79, 6.700000, 3.000000, 5.000000, 1.700000, 
102, 80, 6.950000, 3.100000, 5.900000, 2.200000, 
102, 81, 5.000000, 3.200000, 1.200000, 0.200000, 
102, 82, 5.000000, 3.400000, 1.600000, 0.400000, 
102, 83, 4.900000, 2.500000, 4.500000, 1.700000, 
102, 84, 5.600000, 3.000000, 4.500000, 1.500000, 
102, 85, 5.666667, 2.800000, 4.166667, 1.300000, 
102, 86, 6.400000, 2.800000, 5.600000, 2.150000, 
102, 87, 5.600000, 3.000000, 4.100000, 1.300000, 
102, 88, 6.100000, 2.800000, 4.000000, 1.300000, 
102, 89, 4.800000, 3.100000, 1.600000, 0.200000, 
102, 90, 5.600000, 2.500000, 3.600000, 1.000000, 
102, 91, 7.700000, 3.000000, 6.100000, 2.300000, 
102, 92, 4.900000, 3.100000, 1.500000, 0.100000, 
102, 93, 6.300000, 2.700000, 4.900000, 1.800000, 
102, 94, 6.300000, 2.500000, 5.000000, 1.900000, 
102, 95, 5.200000, 3.450000, 1.450000, 0.200000, 
102, 96, 7.200000, 3.600000, 6.100000, 2.500000, 
102, 97, 5.400000, 3.700000, 1.400000, 0.250000, 
102, 98, 5.400000, 3.400000, 1.600000, 0.300000, 
102, 99, 5.400000, 3.900000, 1.700000, 0.400000, 
